PR	state	file
6986	CLEAN	frontend/src/i18n/locales/en/admin/settings.ts
6986	CLEAN	frontend/src/i18n/locales/en/common.ts
6986	CLEAN	frontend/src/i18n/locales/en/landing.ts
6986	CLEAN	frontend/src/i18n/locales/en/misc.ts
6986	CLEAN	frontend/src/i18n/locales/zh/admin/settings.ts
6986	CLEAN	frontend/src/i18n/locales/zh/common.ts
6986	CLEAN	frontend/src/i18n/locales/zh/landing.ts
6986	CLEAN	frontend/src/i18n/locales/zh/misc.ts
6986	CLEAN	frontend/src/router/__tests__/feature-access.spec.ts
6986	CLEAN	frontend/src/router/__tests__/title.spec.ts
6986	CONFLICT	frontend/src/router/index.ts
6986	CLEAN	frontend/src/router/meta.d.ts
6986	CLEAN	frontend/src/router/title.ts
6986	CONFLICT	frontend/src/stores/__tests__/app.spec.ts
6986	CONFLICT	frontend/src/stores/app.ts
6986	CONFLICT	frontend/src/types/index.ts
6986	CLEAN	frontend/src/utils/__tests__/featureFlags.spec.ts
6986	CLEAN	frontend/src/utils/__tests__/siteBillingMode.spec.ts
6986	CLEAN	frontend/src/utils/featureFlags.ts
6986	CLEAN	frontend/src/utils/siteBillingMode.ts
6986	CLEAN	frontend/src/views/KeyUsageView.vue
6986	CLEAN	frontend/src/views/__tests__/KeyUsageView.spec.ts
6986	CONFLICT	frontend/src/views/admin/SettingsView.vue
6986	CONFLICT	frontend/src/views/user/PaymentView.vue
6986	CONFLICT	frontend/src/views/user/UsageView.vue
6986	CONFLICT	frontend/src/views/user/__tests__/PaymentView.spec.ts
6986	CLEAN	frontend/src/views/user/__tests__/UsageView.spec.ts
7091	CLEAN	backend/internal/handler/admin/idempotency_helper.go
7091	CLEAN	backend/internal/handler/admin/subscription_bulk_action_test.go
7091	CLEAN	backend/internal/handler/admin/subscription_handler.go
7091	CLEAN	backend/internal/server/routes/admin.go
7091	CLEAN	backend/internal/server/routes/subscription_bulk_action_routes_test.go
7091	CLEAN	backend/internal/service/idempotency.go
7091	CLEAN	backend/internal/service/idempotency_detached_test.go
7091	CLEAN	backend/internal/service/subscription_bulk_action.go
7091	CLEAN	backend/internal/service/subscription_bulk_action_test.go
7091	CLEAN	backend/internal/service/subscription_bulk_action_transaction_test.go
7091	CLEAN	backend/internal/service/subscription_renewal_lock_test.go
7091	CLEAN	backend/internal/service/subscription_service.go
7091	CLEAN	frontend/src/api/__tests__/admin.subscriptions.bulk.spec.ts
7091	CLEAN	frontend/src/api/admin/subscriptions.ts
7091	CLEAN	frontend/src/components/admin/subscription/BulkSubscriptionActionDialog.vue
7091	CLEAN	frontend/src/components/admin/subscription/__tests__/BulkSubscriptionActionDialog.spec.ts
7091	CLEAN	frontend/src/components/admin/subscription/__tests__/bulkSubscriptionOperation.spec.ts
7091	CLEAN	frontend/src/components/admin/subscription/bulkSubscriptionOperation.ts
7091	CLEAN	frontend/src/i18n/locales/en/admin/channels.ts
7091	CLEAN	frontend/src/i18n/locales/zh/admin/channels.ts
7091	CONFLICT	frontend/src/views/admin/SubscriptionsView.vue
7091	CLEAN	frontend/src/views/admin/__tests__/SubscriptionsView.bulkActions.spec.ts
6691	CONFLICT	Makefile
6691	CLEAN	frontend/src/api/__tests__/keys.bulkUpdate.spec.ts
6691	CLEAN	frontend/src/api/keys.ts
6691	CLEAN	frontend/src/components/keys/BulkEditKeysModal.vue
6691	CLEAN	frontend/src/components/keys/__tests__/BulkEditKeysModal.spec.ts
6691	CLEAN	frontend/src/i18n/locales/en/dashboard.ts
6691	CLEAN	frontend/src/i18n/locales/zh/dashboard.ts
6691	CLEAN	frontend/src/views/user/KeysView.vue
6691	CLEAN	frontend/src/views/user/__tests__/KeysView.spec.ts
7153	CLEAN	frontend/src/i18n/locales/en/dashboard.ts
7153	CLEAN	frontend/src/i18n/locales/zh/dashboard.ts
7153	CLEAN	frontend/src/utils/keyGroupProviders.ts
7153	CLEAN	frontend/src/views/user/KeysView.vue
7153	CONFLICT	frontend/src/views/user/__tests__/KeysView.spec.ts
6960	CONFLICT	backend/internal/handler/openai_gateway_handler.go
6960	CONFLICT	backend/internal/service/openai_gateway_forward.go
6960	CLEAN	backend/internal/service/openai_ws_execution_scope.go
6960	CLEAN	backend/internal/service/openai_ws_execution_scope_test.go
6960	CONFLICT	backend/internal/service/openai_ws_forwarder_ingress.go
6960	CLEAN	backend/internal/service/openai_ws_forwarder_ingress_execution_scope_test.go
6960	CLEAN	backend/internal/service/openai_ws_forwarder_success_test.go
6960	CONFLICT	backend/internal/service/openai_ws_forwarder_v2.go
6960	CLEAN	backend/internal/service/openai_ws_forwarder_v2_execution_scope_test.go
6960	NOBASE	backend/internal/service/openai_ws_session_preemption.go
6960	NOBASE	backend/internal/service/openai_ws_session_preemption_test.go
6988	NOBASE	backend/internal/service/account_test_models_test.go
6988	CONFLICT	backend/internal/service/account_test_service.go
6988	NOBASE	backend/internal/service/openai_models_list.go
6988	NOBASE	backend/internal/service/openai_models_list_test.go
7126	CONFLICT	backend/internal/service/openai_responses_namespace.go
7126	CONFLICT	backend/internal/service/openai_responses_namespace_forward_test.go
7126	CONFLICT	backend/internal/service/openai_responses_namespace_test.go
6850	CONFLICT	backend/internal/repository/channel_monitor_v2_aggregation.go
6850	CONFLICT	backend/internal/repository/channel_monitor_v2_repo.go
6850	CONFLICT	backend/internal/repository/channel_monitor_v2_repo_test.go
6499	CONFLICT	backend/internal/setup/setup.go
6499	CONFLICT	backend/internal/setup/setup_test.go
7006	CONFLICT	backend/internal/setup/setup_test.go
7062	CONFLICT	backend/internal/service/channel_monitor_validate.go
7110	CLEAN	frontend/src/composables/__tests__/useBatchImageAccess.spec.ts
7110	CLEAN	frontend/src/composables/useBatchImageAccess.ts
7148	ALREADY	frontend/src/composables/__tests__/useBatchImageAccess.spec.ts
7148	ALREADY	frontend/src/composables/useBatchImageAccess.ts
6902	CLEAN	deploy/APPLE_CONTAINER.md
6902	CLEAN	deploy/README.md
6902	CLEAN	deploy/apple-container.sh
6902	CONFLICT	deploy/tests/apple-container-test.sh
6902	CONFLICT	deploy/tests/fixtures/bin/container
6257	CLEAN	frontend/src/components/auth/__tests__/EmailOAuthButtons.spec.ts
